Ids,Name,Experience,Schedule,Keys,Description,Area,Professional roles,Specializations,Profarea names
49545451,аналитик товарный запас,от 3 до 6 год,полный день,  ,                                   крупный российский дистрибьютор продукт питание в сегмент         осуществлять ежедневный поставка продукт в хороший ресторан россии  компания вести свой история с 2004 года  помимо отличный экспертиза в ассортимент у     есть  распределительный центр в г  москва  филиал более чем в 23 город россии  современный склады  собственный автопарк  компания приглашать к сотрудничество аналитика товарный запасов  обязанности  сбор и предоставление еженедельной  ежедневный отчётность по показатель категорийный отдел биллинга по ответ хранение по поставщик  формирование  проверка  анализ   просчёт стоимость логистика  доставка от поставщик к нам  напрямую покупатель и т д    поиск более эффективный решение для снижение себестоимости  анализ продажа в разрез продажа по текущий и новый контрактам  категориям  выявление проблема и причина падение  подсвет  расчёт и дальнейший анализ эффективность проводить акция по ассортименту  контрактам  анализ еженедельный минь тендер по биржевой позиция требования  опыт работа аналитик в сферах  продажи  закупки  маркетинг  электронный коммерция  отличный знание 1с 10 и  хс    высокий личный темп  готовность к выполнение большой объём работа самостоятельно без привлечение дополнительный ресурсов  условия  работа в крупный динамично развивающийся компания высокий степень самостоятельность в принятие решение заработный плата обсуждаться индивидуально работа в современный лофт офис в центр москва расширить соц пакет  дмс через 6 мес работы  корпоративный мобильный связь скидка на продукция компания,москва,  аналитик  ,  бюджетирование и планирование    продукт питания    учёт товарооборота    аналитик    аналитик  ,  информационный технологии  интернет  телеком    закупки    бухгалтерия  управленческий учет  финансы предприятия    маркетинг  реклама        административный персонал  
49545244,препресс специалист флексый,от 1 год до 3 год,полный день,                                                                        сканер  ,в связь с расширение штат сотрудник сам крупный и технологически оснастить репро центр санкт петербург требоваться препресс специалист по изготовление макет для флексографический печати  обязанности        препресс  адаптация многокрасочный макет бумажный и п э пакетов  мешков  гофро упаковки  этикетки  гибкий упаковки  цветокоррекция с использование цветовой профилей  цветоделение до 8 красок  подготовка файл монтажа  рипование  контроль выводной файлов  изготовление тест печатный машин  построение цветовой профилей  вывод цветопроба               владение отрисовка по образец быть ваш преимуществом  знание продукт                         быть ваш преимущество требования    опыт работа от 1 год препресс специалист в область полиграфия  особенно флексографии   грамотность  внимательность  технический склад ума  знание графический программа                                                                   навык ведение заказ через база данные       условия           постоянный профессиональный рост  работа с крупный заказчик рынок упаковка по весь северо западный региону  дружный и ответственный коллектив  система премия за переработку  система наставничества  карьерный рост и увеличение з п в зависимость от квалификации  официальный трудоустройство  оплачивать отпуск  больничный  5 дневный рабочий неделя  8 часовой рабочий день с перерыв на обед  испытательный срок 1 месяц  длительность по результат собеседования   необходимо пройти тестовый задание при собеседовании         форма оплаты  оклад   премия,санкт петербург,  швея  портной  закройщик  ,  производство рекламы    дизайнер    дизайн  графика  живопись    инженер    полиграфия  ,  производство  сельский хозяйство    маркетинг  реклама        информационный технологии  интернет  телеком    искусство  развлечения  масс медиа  
49544590,руководитель проект  р               ,от 1 год до 3 год,полный день,  работа в команде    управление проектами    организаторский навыки    деловой коммуникация                                                       управление рисками    подготовка презентаций  ,розничный сеть мтс приглашать кандидат на вакансия       руководитель проектов        обязанности  комплексный управление проект от идея до внедрения  управление проектный командой рабочий группой  организация эффективный коммуникация на весь стадия проекта  отслеживание выполнение проект на различный этапах  управление риск и изменение в ход проекта  контроль ведение проектный документации  разрешение возможный конфликт и выявление спорный зона ответственности  взаимодействие с внутренний заказчиками  подрядчиками  команда и заинтересованный лицами  подготовка регулярный отчётности  подготовка презентаций  материал для защита проект на инвест комитете  расчёт кейсов юнит экономика требования  искать активного  коммуникабельный и амбициозный профессионал с желание развиваться в телеком отрасли  опыт работа от 2 й год в область управление проектами  высокий экономический образование  умение выстраивать процессы  налаживать коммуникация и достигать поставить целей  умение мотивировать человек на выполнение поставить задача в указанный сроки  про активность  ответственность  стрессоустойчивость  нацеленность на результат  условия  молодой  энергичный  амбициозный коллектив  стабильный белый зарплата  выплата осуществляться 2 раз в месяц на банковский карта  25 го число   аванс  10 й число   з пл   оклад   годовой премия  официальный трудоустройство в розничный сеть мтс  ао       ртк         социальный пакет  оплата мобильный связи  дмс  добровольный медицинский страхование  за счёт компания после 6 месяц работы  график работа 5 2 с 9 00 18 00  возможный гибридный график  3 день удалённый работа   2 день в офисе ,москва,  руководитель проектов  ,  информационный технологии    управление проектами    антикризисный управление    управление проектами    управление проектами    проектный финансирование  ,  информационный технологии  интернет  телеком    консультирование    производство  сельский хозяйство    банки  инвестиции  лизинг    высокий менеджмент  
49543894,инженер по внедрение и эксплуатация робототехника,от 1 год до 3 год,полный день,  ,                  ведущий российский компания разработчик транспортный робот            для складской логистики  наш продуктовый линейка включать в себя робот с грузоподъёмность от 20 до 3000 кг  предназначить для автоматический транспортировка или сортировка груз и продукция на склад и производствах  мы искать инженер по внедрение и эксплуатация в группа внедрения  тестирование и эксплуатация логистический роботов  обязанности  подготовка  проверка и отгрузка оборудование и по заказчик организация  подготовка и проведение пусконаладочный работа и ввод в эксплуатация робототехнический решение в пилотный и коммерческий проект на площадка заказчик  склады  промышленный производство и т  п   обслуживание и поддержка внедрить решение в процесс эксплуатация заказчиком  в тот число с выезд на место эксплуатация участие в составление эксплуатационный документация общение с заказчик по вопрос внедрение и эксплуатации  подготовка детальный отчёт о опытный и коммерческий эксплуатация требование к квалификации  высокий технический образование опыт работа инженер по внедрение и ить эксплуатация промышленный оборудование от 2 год уверенный владение пк понимание принцип работа компонент промышленный автоматика  микроконтроллеры  сервоприводы  актуаторы  промышленный компьютеры  система технический зрение и т  д   умение проводить диагностик промышленный автоматика     порты         485  приветствуется  готовность к частый командировка знание ескд  отраслевой стандарт опыт работа с сервисный или промышленный робототехника условия  уровень заработный плата зависеть от ваш знаний  навык и опыт работы  и обсуждаться с каждый соискатель индивидуально есть возможность выбрать удобный график работа при пятидневный рабочий неделя отличный коллектив  масштабный и интересный задача с продвинуть технология в сам передовой и перспективный отрасль возможность значительно расширить свой профессиональный опыт  получить новый знания  качественно повысить свой квалификация и сделать значимый шаг в карьера прекрасный атмосфера работа в            без лишний бюрократия офис в современный технопарк в г  троицк  новый москва ,москва,  инженер конструктор  инженер проектировщик  ,  сервисный инженер    инженер    главный инженер    инженер    инженер  ,  производство  сельский хозяйство    инсталляция и сервис    информационный технологии  интернет  телеком    строительство  недвижимость  
46378597,менеджер по сопровождение продажа инженерный решение,нет опыт,полный день,  аналитический мышление    участие в тендерах                ведение бюджет проектов  ,компания арман   системный интегратор в область информационный и коммуникационный технологий  с 2000 год мы производить оборудование громкоговорящий связь и осуществлять полный комплекс услуга по разработке  проектирование и интеграция оборудование и система оперативно технологический связь для крупный промышленный предприятий  более 20 год мы делать производственный объект и процесс безопасный и эффективными  являться лидер российский рынок система промышленный связи  реализовать более 3000 проект в россии  индии  казахстане  узбекистане  киргизии  алжире  малайзии  индонезии  катаре  оаэ  приглашать начинающий специалист на вакансия менеджер по сопровождение продажа направление инженерный обеспечение предприятие газодобычи газопереработки  чем предстоять заниматься  поддержка операционный работа над проектами  подготовка технико коммерческий предложений  тендерный документации  согласование условие договоров  ведение бюджет проект в специализировать форма  работа с многостраничный       документами  получение входной данные от инженер проекта отдел закупок   формирование коммерческий предложение исходить из бюджет проекта  ведение информация в с    решение организационный вопрос в рамка проект с смежный подразделениями  мы ожидать от вас  закончить высокий образование  техническое экономический быть преимуществом   готовность вести кропотливый работа в большой объеме  опытный пользователь        сводный таблицы  формулы   возможно без опыт работа   у мы действовать система обучения  мы предлагаем  стабильность  работа в компания полный цикл с 21 летний опыт на рынок и динамично расти портфель проектов  забота о ваш здоровье  дмс  включать стоматология и страхование выезжать за рубеж  консультация корпоративный врач в офисе  поддержка спортивный интересов  абонемент в                членство в футбольный и беговой клуб арман               развивать среду  внешний и корпоративный обучение для повышение свой экспертизы  участие в отраслевой конференция и форумах  активный корпоративный жизнь  мы отмечать день рождение компания в июне  подводить итог год зимой  дарить подарок на день рождение и праздники  на наш корпоративный портал и в телеграм канал всегда можно узнать последний новость о компании  доход и условия  официальный оформление с первый дня  официальный доход  оклад   квартальный премия  доплата до оклад в случай больничного  6 дополнительный оплачивать день в году  комфортный рабочий место  выдавать ноутбук и              офис класс  а  в бц сенатор на 18 линия васильевский острова ,санкт петербург,  менеджер по продажам  менеджер по работа с клиентами  ,  начальный уровень  мало опыта    продажи    производство  технологии    продажи    тендеры    начальный уровень  мало опыта  ,  продажи    начало карьеры  студенты    строительство  недвижимость    информационный технологии  интернет  телеком  
48660276,администратор проекта  координатор дирекция по персонал,от 1 год до 3 год,полный день,                   проведение презентаций    подготовка презентаций    грамотный речь    первичный документы  ,требование   высокий образование   обязательно   пользователь                     опыт построение различный график в       от 2 ух год   высокий уровень самоорганизация   оперативность и точность в действие   ответственность  исполнительность   готовность к системной  повторяться работа   позитивный настрой функциональный задачи    поддержка рабочий процесс сотрудник дирекция по персонал   ведение отчётность   составление различный график в         презентация в              заведение заявка на подбор персонал в автоматизированный система   помощь бизнес в доведение кандидат до оформление   сбор рекомендация по финальный кандидат   взаимодействие с подразделение компания по рабочий вопрос   выполнение поручение руководитель условие работы    работа в молодой команда профессионал   стремительный профессиональный рост и возможность влиять на общий результат   современный уютный офис  5 минута от м  кожуховский   стандартный график 5 2  10 19   оформление по тк рф  соц  пакет   обучение  наставничество в процесс работа,москва,  координатор отдел продаж  ,  привлечение клиентов    коммерческий банк    делопроизводство    учёт кадров    управление проектами    архивариус  ,  информационный технологии  интернет  телеком    управление персоналом  тренинги    административный персонал    банки  инвестиции  лизинг    государственный служба  некоммерческий организации  
48548119,                                      ,от 1 год до 3 год,полный день,                                                                   ,присоединяться к                чтобы быстро и легко находить проекты  соответствующий ваш знание и опыту  работать с клиент               2000  строить успешный карьера в сфера    и получать хороший вознаграждение  программа предоставлять дополнительный преимущества  включая гибкий график  возможность профессиональный развитие и доступ к сообщество экспертов  обязанности  сотрудничество с дизайнерами  менеджер по продукт и инженер для создание привлекательный продуктов  ориентировать на пользователь владение  создание  обзор и оставление отзыв о предложение по технический проектирование и проверка концепция написание чистого  совместимого  простой в использование и тестировать код для трансформация идея в качественный продукт наставничество для другой разработчиков  руководство и участие в весь инженерный дискуссия и прововедование передовой инженерный практика улучшение существующий система проектирование и внесение другой улучшение сквозной архитектура в общий архитектура как в интерфейсной  так и в внутренний кодовый база содействие культура функциональный совершенство путём тщательный тестирование и мониторинг система и кода  написание документация и возможность быть на связь для поддержка работоспособность наш услуга требования  более 3 год опыт в разработка             сильный навык программирование и знание того  как писать чистый  эффективный код опыт работа с интерфейсный технология                                        6 ориентация на продукт  наличие опыта  способствовать определение поставлять продуктов  определять ценностный предложение через призма клиент опыт написание надёжный и удобный в обслуживание модульных  интеграционный и сквозной тест способность эффективно работать в команда технический и нетехнический специалистов  поскольку вы быть тесно сотрудничать с другой нетехнический коллегами  чтобы добиться цель уровень английский   минимум в2 мы предлагаем  конкурентный уровень доход в зависимость от ваш опыт работа над долгосрочный проект глобальный уровень полный удалённый занятость медицинский страховка с стоматология с 1 й день работа неограниченный доступ к учебный курс                     учебный курс       регулярный урок английский язык и внутренний библиотека  сообщество из более 44 500 профессионал отрасль,санкт петербург,  программист  разработчик  ,  программирование  разработка    разработка новый продуктов  маркетинг    маркетинг  ,  банки  инвестиции  лизинг    медицина  фармацевтика    информационный технологии  интернет  телеком  
49537934,менеджер по продажа  направление  современный искусство ,нет опыт,полный день,  грамотный речь    работа в команде    ориентация на результат              активный продажи  ,      среда обучения         это образовательный онлайн площадка  на который 300 преподаватель делиться знание с 5 000 студент в рамка сертифицированный образовательный программ  среди направление обучения  дизайн  кинематография  современный искусство  психология  дизайн интерьер и многое другое  опытный преподаватель практика обеспечивать высокий уровень знание выпускников  а использование собственный     система делать процесс обучение качественный и разнообразным  мы активно развиваться и расширять свой команду  на данный момент в наш компания открыть вакансия  которая  как я казаться мочь быть вы интересна  менеджер отдел продажа  школа родченко  задачи  исходящий звонок по входящий заявка  без поиска   который оставить люди  потенциально заинтересованный в обучение на психолога  полный сопровождение абитуриент  от первый звонок до заключение сделки   конечно  к мы поступать много очень приятный и душевный студентов  и мы с они и после зачисление мочь общаться     достижение целевой показателей  выполнение и перевыполнение план продаж  работа с простой и удобный система          правильный ведение карточка клиента  по весь этапам   анализ рынок психологический образования  следить за развитие образовательный технологий  расширение профессиональный кругозора  взаимодействие с другой отдел  менеджер всегда мочь обратиться за поддержка и разъяснение к коллега из смежный отделов  например  отдел методист мочь помочь по вопрос составление договор на оплату  требование к документам  куратор проконсультировать по сложный вопрос по учебный план и формат обучения   ты помогут  твой главный прямой задача    лёгкий и успешный продажа  мы предлагаем  поддержка коллега и руководство на весь этапах  высокий уровень дохода  от 75 000 рубль в месяц и без потолок  зп у мы просто топчик  рекорд 406 000 рублей   весёлый корпоратив который мочь проходить в разный уголок страны  адекватный руководство  всё общаться на один волна и хотят  чтобы у ты всё получилось  прозрачный система расчёт мотивации  окладной часть   процент с продажа и ещё разный дополнительный премии  у мы есть корпоративный психолог и коучий внутри отдела  у мы нет ограничение по доход   всё зависеть от тебя  работа только с тёплый входящий лидами  ты не нужно искать клиентов  для новый сотрудник у мы разработать серия видеоурок по тому  что мы продавать и что необходимо сделать  чтобы продавать быстрый и больше  у ты быть возможность бесплатно учиться на программа  среда обучения  для наш сотрудник после испытательный срока  на старт работы  обязательный корпоративный обучение продукт и специфика он продажи  отсутствие  текучки  и очень дружный команда из умных  веселых  творческий и прекрасный людей  открытый и дружный коллектив помочь быстрый втянуться в рабочий ритм  средний возраст в наш команде  25 30 лет   удобный современный офис в 10 минута от метро савёловский и в 15 минута от белорусской  профессиональный рост   если показывать высокий результаты  мы с удовольствие поддержать твой инициативу  ты смочь развивать направление  влиять на продукт и реализовывать свой идеи  возможность работать удаленно  мы работать с понедельник по пятница с 9 00 до 18 00  или с 10 00 до 19 00  в общем  хотеть стать топовый продажник и зарабатывать достойный зарплата ты к нам ,москва,  менеджер по продажам  менеджер по работа с клиентами  ,  компьютерный программы    прямая продажи    продажа по телефону  телемаркетинг    продажи    продажи    продажи  ,  информационный технологии  интернет  телеком    продажи    медицина  фармацевтика    начало карьеры  студенты  
47694131,менеджер отдел продажа  интернет магазин ,от 1 год до 3 год,сменный график,  грамотный речь    навык продаж    прямая продажи    пользователь пк  ,мы предоставлять уникальный возможность получить новый опыт  расширить свой знания  а также усовершенствовать свой навыки  если у вы есть желание быть часть наш модный команда и поучаствовать в создание уникальный проект на российский рынке  мы ждать ваш резюме  быть часть команда цум   это  работа в динамичный и уникальный по структуре  масштаб и возможность компании  быть часть мир моды  роскошь и красоты  команда сильный эксперт международный класса  хороший программа обучение 24 7 в академия цум  широкий возможность профессиональный рост и развития  хороший корпоративный программа для сотрудников  они семья и детей  полис дмс с 1 й месяц работа  включать забота о заболеть       19  стоматология и полис взр   официальный оформление по тк  высокий уровень дохода  оклад   бонусный система  корпоративный скидка и спец  предложения  задачи  обработка  создание и сопровождение заказ интернет магазина  обработка входящий звонков  обслуживание клиент  консультация  информирование  обработка претензий   выполнение план продаж  пожелание к кандидатам  опыт работа в продажа с товар категория премиум или люкс  одежда  обувь  аксессуары   знание техника продаж  умение выявлять потребность клиентов  умение презентовать товар  умение работать с больший объём информации  уверенный пользователь            ориентация на построение долгосрочный отношение с клиентами  стремление работать в передовой и активно развивающийся направлении ,москва,  координатор отдел продаж  ,  продажи                            менеджер по работа с клиентами    текстиль  одежда  обувь    продажа по телефону  телемаркетинг    сотрудник      центра  ,  административный персонал    информационный технологии  интернет  телеком    продажи    консультирование  
49534463,преподаватель на онлайн курс по создание презентация в           ,от 1 год до 3 год,удалённый работа,  грамотный речь    обучение и развитие    дистанционный обучение    преподавание    обучение                     навык презентации    подготовка презентаций    слайды    удалённый работа    визуализация    редактура текста    мокапы    создание график и таблиц    коммерческий презентации  ,федеральный группа образовательный компания       эдутех  занимать лидировать позиция в сегмент дополнительный образование в россия и за рубежом  более 11 год мы динамично развиваться и приумножать наш достижения  использовать только инновационный метод в обучении  мы есть чем гордиться  4 проект федеральный уровень более 65 учебный центр по весь россии  12 школа в страна снг и один уц в лондон не только стандартный групповой занятие в уц  но и продвинуть онлайн проект с аудитория мировой масштаб топ 50 франшиза по версия рбк более 200 000 довольный ученик сплотить команда высококлассный специалист мы нацелить быть лидер в сфера услуга дополнительный обучения  повышать качество и уровень образование по весь миру  мы активно развиваться и расширяемся  поэтому приглашать в команда настоящий специалист свой дело на вакансия преподаватель на курс по создание презентация в            в формат онлайн в один из наш проект   международный школа профессия                          что нужно делать  проводить теоретический и практический занятие по курс новичок и действовать специалист  школа предоставлять готовый программа для обучения  в онлайн формате  подготавливать необходимый материал для проведение занятий  проверять домашний работа учеников  разбирать ошибки  консультировать ученик по вопрос курса  ваш главный преимущества  желание работать в роль наставник  рассмотреть в тот число кандидат без опыт в преподавании   грамотный устный речь  умение доступно излагать свой мысли  любовь к человек и общение с ними  желание делиться опытом  опыт работа и высокий уровень знание            от 2 лет  с свой сторона мы предлагаем  стабильный и своевременный заработный плата  почасовой оплата   премии   частичный занятость  нагрузка от 20 час в месяц  график совместно согласовываем  комфортный формат удалённый занятость в онлайн курсе  работа в крупный компания с федеральный значением  дружный коллектив  который всегда поддержит  готовый программа обучения  методический материалы  группа заинтересованный ученик  в группа до 5 15 человек   быстрый и эффективный система адаптация и ввод в должность преподавателя  взаимодействие с профессионал свой дела  возможность реализоваться  развивать программа обучение вместе с нами  повышать качество обучения  участие в внутренний конкурс компания с ценный призами м постараться подробно рассказать про наш вакансию  и мы важно  чтобы вы полностью ознакомиться с условиями  поэтому если дочитать этот текст до конца  нажать кнопка       откликнуться       и написать о свой мотивация к работа с мы в сопроводительный письме ,санкт петербург,  режиссер  сценарист  ,  дизайнер    мультимедиа    маркетинг    преподавание  ,  маркетинг  реклама        наука  образование    информационный технологии  интернет  телеком  
46404516,главный редактор сайт,от 3 до 6 год,полный день,  редакторский деятельность    журналистика         ,обязанность и задачи  организация работа по ведение информационный портал по тематика  красота и здоровье                       в2с  и сайт для врач хирург и косметолог  в2в   создание стратегия развитие информационный порталов  организация работа в соответствие с утвердить стратегией  контроль качество выполнение работа по проектам  подготовка сложный и ответственный материал для реализация проектов  планирование работа сотрудник по формирование и размещение контента  ежедневный просмотр материалов  предлагать к публикации  оценка они содержания  утверждение материал перед публикацией  контроль размещение стать на сайтах  в соц сетях  отслеживание и анализ работа сайтов  контроль за технический работа на сайтах  организация работа для увеличение показатель работа сайтов  привлечение к участие в проект внештатный авторов  консультация автор в работа над материалами  планирование денежный средство по проектам  ведение и контроль коммерческий проектов  ежемесячный отчетность  выполнение работа по формирование редакционный портфеля  представление компания на тематический конференция и другой мероприятиях  отслеживание появление критический замечание в отношение проект в сми  требования  опыт работа в крупный издательский дом или в интернет портал в аналогичный должность не менее 3х лет  успешный опыт продвижение крупный коммерческий интернет проекта  образование   высокий профильный  журналистика      филолог   быть преимуществом   английский язык   не ниже среднее  использоваться в работе   опыт работа в            обязательно  в                                      желательно  наличие собственный база контакт эксперт в область здоровья  эстетический медицины  красота  быть ваш преимуществом   креативность  внесение собственный предложение по вёрстка журнала  хороший понимание принцип      высокий уровень грамотности  условие работы  стабильный и прозрачный доход  всё перечисление производиться на зарплатный карту  предложение по зарплатный проект только для сотрудников  ипотека и кредит на льготный условиях  а также льготный условие обслуживание на карта           и др   пятидневный рабочий неделя с 9 00 до 18 00 и в пятница у мы сократить рабочий день до 16 45  время начало работа можно обсудить   забота о твой здоровье  скидка на услуга клиника красота и эстетический медицины  скидка на абонемент в фитнес клуб  удобный рабочий место  наш современный офис находиться на метро технопарк в 3 й минута ходьбы  приятный инфраструктура             изолировать территория с озеленение и набережной  рядом большой выбор кафе и ресторанов  где вы смочь разнообразно пообедать  пообщаться с коллегами  сменить обстановка и  перезагрузиться  ,москва,  копирайтер  редактор  корректор  ,  издательский деятельность    оптимизация сайт          управление проектами    маркетинг  ,  маркетинг  реклама        информационный технологии  интернет  телеком    медицина  фармацевтика    искусство  развлечения  масс медиа  
